id,credit_score,state,gender,age,tenure,balance,no_of_products,credit_card,active,estimated_salary,churn
668681125352,518,New Delhi,Male,29,9,125961.74,2,1,0,160303.08,1
421663721351,850,Bangalore,Male,39,6,133214.13,1,0,1,20769.88,0
316590917965,695,Mumbai,Male,46,7,49512.55,1,1,0,133007.34,0
151360623303,584,Mumbai,Female,40,4,82441.75,1,0,0,80852.11,0
209200037498,567,Mumbai,Female,38,1,125877.65,2,1,1,107841.77,0
450873591839,630,Mumbai,Female,26,5,0.0,2,1,0,182612.38,0
494116895531,757,Mumbai,Female,49,2,0.0,2,0,0,164482.92,0
624045256584,720,Bangalore,Female,59,6,0.0,2,1,1,160849.43,1
693951641138,563,Mumbai,Male,30,7,90727.79,1,1,0,122268.75,0
902548246198,712,New Delhi,Male,37,7,93978.96,2,1,0,60651.77,0
743179079685,759,Bangalore,Male,38,1,0.0,2,1,0,20778.39,0
793803648113,703,Mumbai,Female,51,3,0.0,3,1,1,77294.56,1
657031396527,797,Bangalore,Female,31,8,0.0,2,1,0,117916.63,0
519465241387,580,Mumbai,Male,55,6,104305.74,1,0,1,175750.21,0
965526241788,785,New Delhi,Female,33,5,136624.6,2,1,1,169117.74,0
840478914494,782,Bangalore,Female,27,3,0.0,2,1,0,143614.01,0
310068229064,603,New Delhi,Male,35,1,123407.69,1,1,0,142541.89,1
988383752248,734,Mumbai,Male,30,3,0.0,2,1,0,107640.25,0
520754079268,745,Bangalore,Female,54,8,0.0,1,1,0,173912.29,1
333223578235,586,Mumbai,Female,35,7,0.0,2,1,0,70760.69,0
490021048648,588,Bangalore,Male,46,8,0.0,1,1,0,61931.21,0
626200534673,699,Mumbai,Female,43,3,80764.03,1,1,0,199378.58,1
233574917184,518,Mumbai,Female,28,9,85146.36,1,0,0,2803.89,0
474793372583,729,Mumbai,Female,36,8,109106.8,1,0,0,121311.12,0
131456477975,751,New Delhi,Male,36,5,73194.99,1,1,1,89222.66,0
611274486795,650,New Delhi,Female,46,9,149003.76,2,1,0,176902.83,0
213091138184,542,Mumbai,Male,29,9,0.0,1,1,0,8342.35,0
777430155014,485,Mumbai,Male,41,2,100254.76,2,1,1,12706.67,0
957132585488,669,Mumbai,Female,35,7,0.0,1,1,1,49108.23,1
572550610823,774,Mumbai,Female,26,5,0.0,2,1,1,64716.08,0
885942343594,578,New Delhi,Female,38,4,113140.44,2,1,0,176712.59,1
489906039118,591,Bangalore,Female,40,1,86376.29,1,0,1,136767.16,1
466908530609,639,Bangalore,Female,35,5,136526.26,2,1,0,59653.03,0
127438515534,728,Mumbai,Male,43,7,0.0,2,1,0,40023.7,0
496383825838,794,New Delhi,Male,57,3,117056.46,1,1,0,93336.93,1
668229098638,651,New Delhi,Male,34,2,90355.12,2,0,0,193597.94,0
472847482331,643,Mumbai,Male,45,5,0.0,1,1,0,142513.5,1
295158668047,552,New Delhi,Male,50,4,121175.56,1,1,0,117505.07,1
515993627402,514,Mumbai,Female,25,7,79543.59,1,0,1,38772.82,0
862436441619,600,Mumbai,Female,32,1,78535.25,1,1,0,64349.6,0
398111745752,775,Mumbai,Male,42,6,133970.22,2,0,1,187839.9,0
690357377071,683,Mumbai,Female,35,6,187530.66,2,1,1,37976.36,0
312851364308,658,Mumbai,Male,31,5,100082.14,1,0,1,49809.88,0
427342766831,545,New Delhi,Female,60,7,128981.07,1,0,1,176924.21,1
271889618556,514,Mumbai,Female,66,6,0.0,2,1,1,160663.11,0
641173392199,597,Bangalore,Female,40,8,101993.12,1,0,1,94774.12,0
571295910517,684,New Delhi,Male,37,4,138476.41,2,1,1,52367.29,0
857365242881,635,New Delhi,Female,65,5,117325.54,1,1,0,145799.86,1
484192434877,705,Bangalore,Female,40,5,203714.14,1,1,0,179978.68,1
422197188100,589,Mumbai,Female,37,6,138497.84,1,0,1,18988.58,0
122412266373,758,New Delhi,Male,33,0,129142.54,2,1,1,26606.28,0
215213295139,632,Mumbai,Female,36,7,0.0,2,1,1,52526.65,0
434895079502,708,Mumbai,Female,67,1,0.0,2,0,1,3837.08,0
121774352568,727,Mumbai,Male,62,5,0.0,2,0,1,38652.96,0
957934858698,603,Bangalore,Male,30,6,129548.5,2,1,1,19282.85,0
116877836693,634,New Delhi,Female,53,3,113781.5,2,1,1,106345.05,1
741565284928,644,Bangalore,Male,18,8,0.0,2,1,0,59172.42,0
647583001148,501,Mumbai,Male,57,10,0.0,2,1,1,47847.19,0
163995962145,711,Mumbai,Male,38,4,123345.85,1,1,0,141827.83,0
363670852176,742,Mumbai,Female,25,4,132116.13,2,1,0,129933.5,0
841019599447,633,Mumbai,Male,61,3,147201.48,1,0,1,50368.63,0
605935216340,543,Mumbai,Male,36,6,0.0,2,1,0,176728.28,0
675359489442,508,Mumbai,Male,49,7,122451.46,2,1,1,75808.1,0
232297509373,733,Bangalore,Female,38,5,0.0,2,1,1,1271.51,0
950598993953,588,New Delhi,Female,37,7,70258.88,2,1,0,139607.61,0
340638675119,850,Mumbai,Male,43,4,161256.53,1,1,1,140071.57,0
347261228703,544,Mumbai,Male,48,10,78314.63,3,1,1,103713.93,1
736176154313,703,Mumbai,Female,33,8,190566.65,1,1,1,79997.14,0
197370758015,682,Mumbai,Male,26,8,0.0,2,1,0,178373.43,0
873041603340,827,Mumbai,Female,60,2,0.0,2,0,1,60614.83,0
497545904601,452,Mumbai,Female,60,6,121730.49,1,1,1,142963.29,0
571114253000,561,Bangalore,Female,28,3,0.0,2,1,0,191387.76,0
850520212213,608,New Delhi,Male,23,8,197714.93,2,1,1,116124.28,0
601355417537,698,Mumbai,Female,27,1,94920.71,1,1,1,40339.9,0
851748977218,740,Bangalore,Female,31,8,0.0,2,0,0,86657.48,0
334715886438,694,New Delhi,Male,37,1,95668.82,2,1,0,100335.55,0
671865495994,700,Mumbai,Female,32,3,0.0,1,0,0,95740.37,0
626311235421,677,Mumbai,Female,72,8,0.0,2,1,1,143604.44,0
714452117210,850,Bangalore,Male,62,5,0.0,2,1,1,180243.56,0
841507072358,581,New Delhi,Female,34,1,101633.04,1,1,0,110431.51,0
241752670030,666,Mumbai,Female,38,6,127043.09,1,1,1,8247.0,0
907078061026,754,Bangalore,Male,39,6,170184.99,2,1,0,89593.26,0
473036342498,617,Bangalore,Male,61,7,91070.43,1,1,1,101839.77,0
413726552479,688,Bangalore,Female,33,2,0.0,1,0,0,27557.18,1
897570946559,591,Mumbai,Female,33,4,113743.37,1,1,0,124625.08,0
315724544501,613,Bangalore,Male,35,4,123557.65,2,0,1,170903.4,0
219325922273,850,New Delhi,Female,44,5,128605.32,1,0,1,171096.2,0
710019059538,774,Mumbai,Female,47,6,94722.88,1,0,1,61450.96,0
680909356627,711,Mumbai,Male,58,9,91285.13,2,1,1,26767.85,0
251582690629,697,Mumbai,Female,42,1,0.0,1,1,0,1262.83,1
860813268459,729,Bangalore,Female,28,0,0.0,2,1,1,31165.06,1
686314818030,535,New Delhi,Female,53,5,141616.55,2,1,1,75888.65,0
977733521721,681,Bangalore,Female,32,3,0.0,2,1,1,59679.9,0
890990899527,790,Mumbai,Female,40,9,0.0,2,1,1,70607.1,0
854224874926,714,New Delhi,Male,42,2,177640.09,1,0,1,47166.55,0
492445213212,735,Mumbai,Male,31,3,119558.35,1,0,0,72927.68,0
268909185066,424,Bangalore,Male,34,7,0.0,1,1,1,16250.61,0
344328723707,714,Mumbai,Male,41,4,94267.9,1,0,1,142821.12,1
850236510730,671,Mumbai,Female,29,3,0.0,2,1,0,148043.11,0
118672442230,491,New Delhi,Female,68,1,95039.12,1,0,1,116471.14,1
969759589356,670,Bangalore,Male,37,0,178742.71,1,1,1,194493.57,0
137191679206,696,New Delhi,Male,43,4,114091.38,1,0,1,149888.1,0
894550471864,583,Mumbai,Female,57,3,238387.56,1,0,1,147964.99,1
988716454026,606,Mumbai,Female,39,3,0.0,2,1,0,50560.45,1
693873971377,600,Mumbai,Male,35,4,143744.77,2,1,0,104076.51,0
923200020807,513,Mumbai,Male,35,8,0.0,1,1,0,76640.29,1
416790728390,494,Bangalore,Male,67,5,0.0,2,1,1,85890.16,0
794551419892,677,Bangalore,Male,56,5,123959.97,1,1,1,60590.72,1
692672082682,594,Mumbai,Female,34,7,141425.55,1,0,0,9443.14,0
930207120760,765,Mumbai,Male,42,4,123311.39,2,1,1,82868.34,0
372428025905,678,Mumbai,Female,46,1,0.0,2,0,0,82106.19,0
413087915060,695,New Delhi,Female,53,8,95231.91,1,0,0,70140.8,1
560038067217,569,Mumbai,Male,38,7,0.0,1,1,1,108469.2,0
753006637220,535,New Delhi,Male,48,5,134542.73,1,1,1,58203.67,1
991889585031,705,Mumbai,Female,35,5,0.0,1,1,0,133991.11,1
323451572168,682,Bangalore,Female,64,9,0.0,2,1,1,103318.44,0
761168059773,461,Mumbai,Male,51,9,119889.84,1,0,0,56767.67,1
422424378082,650,New Delhi,Female,28,5,122034.4,3,0,1,146663.43,1
495925546703,668,Bangalore,Female,36,3,133686.52,1,1,0,190958.48,1
627021254407,587,Mumbai,Female,46,6,88820.29,1,0,0,70224.34,0
602415569042,678,New Delhi,Female,37,8,149000.91,2,1,1,21472.42,0
613252856360,778,Mumbai,Male,44,8,123863.64,1,1,0,144494.94,0
713907776021,645,Mumbai,Male,29,1,130131.08,2,0,1,196474.35,0
144830987356,536,Bangalore,Male,53,2,143923.96,1,1,0,2019.78,1
460767484384,480,Bangalore,Male,47,8,75408.33,1,1,0,25887.89,1
767716134012,587,Bangalore,Male,48,1,0.0,2,1,1,8908.0,0
610976057775,546,Mumbai,Male,29,5,0.0,1,1,1,94823.95,0
915359999107,850,New Delhi,Male,42,8,119839.69,1,0,1,51016.02,1
548655979071,662,Mumbai,Male,26,0,0.0,2,0,1,72929.96,0
970538476903,581,New Delhi,Female,38,3,135147.05,1,1,1,32919.42,0
513096094161,712,Bangalore,Female,39,5,163097.55,2,1,1,23702.42,0
591437223139,616,New Delhi,Female,45,6,128352.59,3,1,1,144000.59,1
649939928910,695,Bangalore,Female,31,8,0.0,2,0,1,131644.41,0
521823657791,646,New Delhi,Male,39,0,144439.86,1,1,0,171419.06,0
723576045101,593,Bangalore,Female,40,2,0.0,1,1,1,5194.95,0
616582952112,548,Mumbai,Male,29,5,83442.98,1,0,1,177017.39,0
332255394941,792,New Delhi,Female,29,4,107601.79,1,1,0,18922.18,1
166476021509,726,Mumbai,Female,42,2,109471.79,1,0,1,175161.05,0
513609050661,709,Bangalore,Female,35,1,111827.27,2,1,0,12674.68,0
652666011086,538,Bangalore,Female,42,9,0.0,1,0,0,142855.96,0
593567053481,553,New Delhi,Male,46,3,82291.1,1,1,0,112549.99,1
704199028566,634,Bangalore,Male,36,2,85996.19,1,1,0,14887.68,0
654459388188,763,Mumbai,Male,35,9,0.0,1,1,1,31372.91,0
232784983069,788,Bangalore,Male,34,6,146478.62,1,0,1,181196.76,0
481009342408,548,New Delhi,Male,49,9,108437.89,1,0,0,127022.87,1
472281042148,621,New Delhi,Female,55,7,131033.76,1,0,1,75685.59,1
653201053737,795,New Delhi,Male,37,2,139265.63,2,1,1,198745.94,0
469154505954,621,Bangalore,Male,50,3,163085.79,1,0,1,131048.36,0
569837576350,559,Bangalore,Male,67,9,125919.35,1,1,0,175910.95,1
816404023147,610,Mumbai,Male,26,8,0.0,2,1,0,166031.08,0
267527719532,618,Mumbai,Male,48,7,0.0,1,1,0,13921.82,1
547732838927,669,Mumbai,Male,23,1,0.0,2,0,0,66088.83,0
659404532850,663,Mumbai,Male,26,5,141462.13,1,1,0,440.2,0
335671830403,648,Mumbai,Male,32,0,0.0,1,0,1,117323.31,0
890713021894,726,Mumbai,Female,31,9,114722.05,2,1,1,98178.57,0
583525080795,628,Bangalore,Male,28,4,0.0,2,1,1,176750.81,0
209216972624,523,Mumbai,Male,39,3,0.0,2,1,0,6726.53,0
320353981653,718,Mumbai,Female,25,7,0.0,2,1,0,30380.12,0
988983799137,645,New Delhi,Male,49,4,160133.88,1,0,1,88391.97,0
969819839771,600,Mumbai,Male,31,8,0.0,2,1,1,121455.51,0
897318455345,539,New Delhi,Female,38,8,105435.74,1,0,0,80575.44,1
694670500107,512,Mumbai,Female,30,6,0.0,2,1,0,88827.31,0
497119738006,738,New Delhi,Female,40,6,114940.67,2,1,1,194895.57,1
865894423031,724,Mumbai,Male,30,10,0.0,2,1,1,54265.55,0
803189591471,584,New Delhi,Female,41,3,88594.93,1,1,0,178997.89,0
851173624009,581,Mumbai,Female,27,5,102258.11,2,1,0,194681.6,0
598675943081,598,Mumbai,Male,48,6,120682.53,1,1,0,30635.52,1
790024510565,465,New Delhi,Male,53,1,117438.17,1,0,0,74898.8,1
377049394954,723,Bangalore,Female,45,4,0.0,2,1,0,37214.39,0
784686908688,850,Mumbai,Male,31,3,0.0,2,1,0,121866.87,0
653037620062,736,Mumbai,Female,42,7,117280.23,3,0,0,41921.06,1
864757491609,581,Mumbai,Female,55,6,0.0,1,1,1,22442.13,0
865536419041,538,Bangalore,Male,43,5,0.0,2,1,0,126933.73,0
745439375062,748,Bangalore,Female,40,4,0.0,2,1,0,132368.47,0
904039985783,663,Mumbai,Male,24,7,0.0,2,1,1,166310.82,0
450696417662,628,Mumbai,Male,34,4,148741.43,2,1,1,126192.54,0
864040318137,516,Mumbai,Male,27,9,0.0,1,1,0,142680.64,1
697530497501,850,New Delhi,Female,38,2,102741.14,2,0,1,23974.85,0
949348191095,667,Mumbai,Male,36,8,139753.35,1,1,0,79871.16,0
725307936418,760,Bangalore,Female,33,1,118114.28,2,0,1,146660.21,0
795357720025,685,Mumbai,Female,43,1,132667.17,1,1,1,41876.98,0
959519753460,485,New Delhi,Male,34,3,133658.24,1,1,0,70209.83,0
104928241436,711,New Delhi,Female,35,2,133607.75,1,1,1,120586.32,0
139993775741,784,Bangalore,Female,40,8,0.0,2,1,0,108891.3,0
334338773393,562,Bangalore,Male,41,5,165445.04,2,1,0,85787.31,0
864648217732,800,Mumbai,Female,40,5,97764.41,1,1,0,98640.14,1
271810328190,643,Mumbai,Male,36,7,161064.64,2,0,1,84294.82,0
139233962103,599,New Delhi,Male,33,2,51949.95,2,1,0,85045.92,0
394806899826,653,Mumbai,Female,31,7,102575.04,1,1,1,11043.54,0
697872322037,749,New Delhi,Male,47,9,110022.74,1,0,1,135655.29,1
355734875741,630,Mumbai,Female,28,1,0.0,2,1,1,133267.78,0
399059031744,682,Mumbai,Male,40,4,0.0,2,1,1,140745.91,0
615001667995,714,Mumbai,Female,31,4,125169.26,1,1,1,106636.89,0
121552115966,617,Bangalore,Female,37,9,101707.8,1,1,0,123866.28,0
966728078518,725,New Delhi,Male,19,0,75888.2,1,0,0,45613.75,0
359327224438,664,Bangalore,Male,44,7,77526.66,3,0,0,57338.56,1
656819550603,651,Mumbai,Male,35,2,86911.8,1,1,0,174094.24,0
753616267740,663,Mumbai,Male,35,9,0.0,2,1,1,195580.28,0
277904190466,571,Mumbai,Male,44,9,0.0,2,0,0,38433.35,0
887057218663,527,Mumbai,Female,31,1,112203.25,1,1,0,182266.01,0
848630200167,505,New Delhi,Female,33,3,106506.77,3,1,0,45445.78,1
709784063478,667,New Delhi,Male,43,1,103018.45,1,1,0,32462.39,1
673944905705,513,New Delhi,Male,34,7,60514.13,1,0,0,124571.09,0
210696745703,628,Mumbai,Male,30,8,89182.09,1,1,1,13126.9,0
692336815545,676,Mumbai,Female,49,1,0.0,1,1,0,79342.31,1
156201986707,672,Mumbai,Male,28,4,167268.98,1,1,1,169469.3,0
886766347904,516,Mumbai,Male,35,5,128653.59,1,1,0,127558.26,0
593878370104,672,Mumbai,Female,34,8,0.0,2,1,1,16245.25,0
699129499435,709,Mumbai,Male,31,6,0.0,2,1,1,71009.84,0
120043923913,590,Mumbai,Male,39,9,0.0,2,1,1,104730.52,0
327402052737,773,Mumbai,Male,25,2,135903.33,1,1,0,73656.38,0
358558041773,470,Bangalore,Male,34,9,0.0,2,0,1,89013.67,0
799885067837,697,New Delhi,Female,38,6,132591.36,1,1,1,7387.8,1
575486628981,630,Mumbai,Male,40,8,0.0,2,1,1,42495.81,0
155540432654,382,Bangalore,Male,36,0,0.0,1,1,1,179540.73,1
441241336415,604,Bangalore,Male,43,2,145081.72,1,1,1,23881.62,0
849288255408,659,Mumbai,Female,37,1,141105.68,1,1,1,140934.57,0
844868071425,438,Mumbai,Female,36,4,0.0,2,1,0,64420.5,0
936338795303,769,Mumbai,Female,26,7,0.0,2,1,0,176843.53,0
667522881842,706,Bangalore,Male,24,2,141078.57,1,1,1,24402.87,0
723722938770,557,Mumbai,Female,39,7,49572.73,1,1,0,114287.99,1
433536330498,720,Mumbai,Male,33,9,0.0,2,1,1,142956.48,0
934530707302,561,Bangalore,Male,37,4,101470.29,1,0,1,88838.14,0
972650446977,655,Mumbai,Female,60,3,0.0,2,1,1,86981.45,0
391764113014,682,Mumbai,Male,55,9,0.0,1,1,0,143356.8,1
284865526394,591,Bangalore,Male,58,5,128468.69,1,0,1,137254.55,0
298088328504,683,Mumbai,Male,33,8,0.0,1,0,0,73564.44,0
929946988805,678,New Delhi,Male,83,6,123356.63,1,0,1,92934.41,0
888642591644,727,Mumbai,Male,35,5,136364.46,1,0,0,142754.71,0
641668112520,807,New Delhi,Female,60,1,72948.58,2,1,1,17355.36,0
797648746865,834,Mumbai,Male,23,4,131254.81,1,1,0,20199.3,0
591636947969,609,Mumbai,Female,39,8,141675.23,1,0,1,175664.25,0
473523080690,676,New Delhi,Female,26,1,108348.66,1,0,0,60231.74,1
614008032552,516,Bangalore,Female,33,3,0.0,2,1,1,58685.59,0
787167276529,831,Mumbai,Male,30,2,0.0,2,0,1,3430.38,0
806550634518,748,Mumbai,Male,32,5,144737.88,2,1,1,172638.13,0
302290045079,580,New Delhi,Male,24,1,133811.78,1,1,0,17185.95,1
274127099782,735,New Delhi,Male,28,5,160454.14,2,0,1,114957.22,0
271834191018,531,New Delhi,Female,31,7,117052.82,1,1,0,118508.09,1
595836882633,568,New Delhi,Female,26,10,109819.16,2,1,0,144491.39,0
317976804442,677,New Delhi,Female,44,4,148770.61,2,1,1,191057.76,0
919011308363,581,Bangalore,Male,43,9,78022.61,1,0,1,30662.91,0
470759785580,730,Bangalore,Male,29,2,0.0,2,1,0,14174.09,0
419085251068,572,Mumbai,Female,30,6,0.0,1,0,1,175025.27,0
904783661495,665,Mumbai,Male,52,3,0.0,1,1,0,116137.01,1
604256887447,651,New Delhi,Female,24,7,40224.7,1,1,1,178341.33,0
853341886159,429,Mumbai,Female,27,6,117307.44,2,1,1,24020.49,0
859766016975,679,Mumbai,Male,39,0,86843.61,1,0,1,149830.58,0
715391132970,511,Mumbai,Female,31,5,137411.29,1,0,1,161854.98,0
230381208777,648,Bangalore,Female,28,9,102282.61,1,1,1,147891.11,0
662899690572,749,New Delhi,Male,22,4,94762.16,2,1,1,42241.54,0
492565191169,684,Bangalore,Male,56,8,78707.16,1,1,1,99398.36,0
630958287947,427,Mumbai,Male,29,1,141325.56,1,1,1,93839.3,0
743034522435,630,Bangalore,Female,31,1,0.0,2,1,1,169802.73,0
220479212872,567,Mumbai,Female,37,7,0.0,2,1,1,28690.9,0
527285317898,472,Bangalore,Female,28,4,0.0,2,1,0,1801.77,0
564100292797,625,New Delhi,Female,35,5,86147.46,2,1,0,163440.8,1
991203579041,619,Mumbai,Male,27,1,144483.98,1,1,0,146394.74,0
993005748935,430,Mumbai,Male,38,9,0.0,2,1,1,12050.77,0
300811461816,433,Bangalore,Male,27,2,0.0,2,1,1,143698.65,0
270656842204,705,Mumbai,Male,25,3,113736.27,1,0,1,196864.61,0
778008217796,493,Mumbai,Female,46,4,0.0,2,1,0,1907.66,0
548608542286,637,Mumbai,Female,44,2,0.0,2,1,0,149665.65,0
708312292160,616,New Delhi,Female,41,1,103560.57,1,1,0,236.45,1
216894934757,702,Mumbai,Male,45,9,74989.58,1,1,1,171014.69,0
794466914955,703,New Delhi,Female,26,1,97331.19,1,1,0,63717.49,0
942952202689,793,Mumbai,Male,32,2,0.0,2,1,0,193817.63,1
551047247857,583,Mumbai,Male,24,9,135125.28,1,0,0,89801.9,0
144285133207,612,Bangalore,Male,33,5,69478.57,1,1,0,8973.67,1
687252892518,643,Mumbai,Female,46,6,0.0,2,0,0,106781.59,0
350982682688,751,Mumbai,Male,29,10,147737.63,1,0,1,94951.27,0
434529922101,728,Bangalore,Female,29,1,0.0,1,1,1,83056.22,0
848753129119,592,Mumbai,Male,37,4,212692.97,1,0,0,176395.02,0
999074758562,592,Mumbai,Female,38,4,0.0,2,1,0,35338.96,0
922870859350,728,Mumbai,Female,34,6,90425.14,2,1,1,11497.69,0
504913729614,645,Bangalore,Female,37,7,0.0,2,1,0,13589.93,0
831884562488,604,Bangalore,Female,34,3,0.0,2,1,0,38587.7,0
567616784957,539,Bangalore,Male,36,6,0.0,3,1,1,118959.64,0
924412247930,750,Bangalore,Female,34,9,112822.26,1,0,0,140401.53,1
389322249448,712,New Delhi,Female,40,3,109308.79,2,1,0,120148.72,1
751195537799,523,Mumbai,Male,36,8,148351.02,2,1,0,145304.53,0
256529055516,747,Mumbai,Male,27,10,0.0,2,0,0,13007.89,0
451555940935,653,New Delhi,Male,41,1,104584.11,1,1,0,14126.32,1
759642589635,599,Mumbai,Male,28,7,119706.22,1,0,0,31190.42,0
655766188771,705,Bangalore,Female,23,5,0.0,2,1,1,73131.73,0
632290555099,537,Bangalore,Female,38,1,0.0,2,0,1,41233.97,0
673934049573,680,Mumbai,Male,49,10,0.0,2,1,0,187008.45,0
911589153015,677,New Delhi,Male,34,3,126729.41,1,1,1,26106.39,1
373720403272,681,Mumbai,Male,59,4,122781.51,1,0,1,140166.95,0
143013598825,651,Bangalore,Female,45,10,135923.16,1,1,0,18732.84,0
404886689156,710,Bangalore,Female,31,5,0.0,2,1,0,9561.73,0
470486386721,730,Mumbai,Male,27,5,0.0,2,1,1,116081.93,0
211932704885,559,Bangalore,Female,40,5,139129.44,1,0,1,32635.54,0
898111421208,722,Bangalore,Female,50,4,132088.59,1,1,1,128262.14,0
141618385552,557,New Delhi,Female,38,2,129893.56,1,0,0,102076.03,0
888814460753,586,Mumbai,Male,58,7,141933.63,1,1,0,162960.05,1
469579247723,644,Mumbai,Male,33,8,0.0,2,1,1,145294.17,0
879846284462,790,New Delhi,Male,24,7,107418.27,1,0,1,160450.21,0
277234321172,850,New Delhi,Male,51,4,124425.99,1,0,0,118545.49,1
769571530485,800,Mumbai,Female,38,2,168190.33,2,1,0,68052.08,0
831820367515,619,Mumbai,Female,33,2,167733.51,2,1,1,65222.48,0
819897243240,714,Bangalore,Female,31,6,142926.6,1,1,1,50899.91,0
326627013149,507,New Delhi,Male,31,2,134237.07,1,1,1,166423.66,1
202928277213,670,Mumbai,Male,68,4,0.0,2,1,1,11426.7,0
586372649074,622,Bangalore,Female,23,8,0.0,2,1,1,131389.39,0
213000457561,718,New Delhi,Male,32,9,169947.41,2,1,1,27979.16,0
869985347822,640,Mumbai,Male,28,7,0.0,2,1,1,131097.9,0
908822105982,700,Mumbai,Male,26,4,119009.57,1,1,0,141926.43,0
354882790624,570,New Delhi,Male,42,0,107856.57,2,1,0,127528.84,0
956343278704,569,New Delhi,Female,32,8,145330.43,1,1,1,132038.65,0
557629412591,659,New Delhi,Male,36,2,76190.48,2,1,1,149066.14,0
973217014768,732,Mumbai,Male,36,7,0.0,2,1,1,60830.24,0
722474807764,706,New Delhi,Female,47,10,144090.42,1,1,0,140938.95,1
342268359550,749,New Delhi,Male,66,6,182532.23,2,1,1,195429.92,0
752990051878,779,Mumbai,Female,48,2,114290.27,1,0,0,98912.69,1
878162126668,802,New Delhi,Male,31,1,125013.72,1,1,1,187658.09,0
628216200303,509,Bangalore,Male,41,7,126683.8,1,0,1,114775.53,0
795482191905,543,Mumbai,Female,67,0,128843.67,1,1,1,134612.48,0
582000237946,724,Mumbai,Male,28,9,0.0,2,1,1,100240.2,0
269838717259,778,Mumbai,Male,38,3,145018.49,2,1,1,126702.41,0
486059997691,644,Bangalore,Male,18,7,0.0,1,0,1,59645.24,1
451397887995,822,Mumbai,Male,32,8,116358.0,1,1,0,108798.36,0
110545076470,775,Mumbai,Female,27,4,142309.37,1,1,0,104112.0,0
600158997116,600,Mumbai,Female,41,1,0.0,2,1,1,91193.65,0
292207473795,820,Mumbai,Female,39,1,104614.29,1,1,0,61438.43,1
113459332787,658,Mumbai,Male,36,8,174060.46,1,1,1,94925.62,0
758053804211,669,Mumbai,Female,43,1,160474.59,1,1,1,95963.14,0
613787333729,673,Mumbai,Female,38,2,170061.92,2,0,0,134901.34,1
545009154069,603,Mumbai,Male,40,4,102833.46,2,1,1,38829.11,0
785334077474,674,Mumbai,Male,45,7,142072.02,1,1,0,37013.29,0
623591686726,828,Mumbai,Male,30,4,73070.18,2,0,0,161671.14,0
279112958938,593,Mumbai,Male,36,2,70181.48,2,1,0,80608.12,0
312400486469,684,Mumbai,Male,38,5,105069.98,2,1,1,198355.28,0
205016548784,528,New Delhi,Female,29,9,170214.23,2,1,0,49284.0,0
531391240002,540,New Delhi,Female,42,9,87271.41,2,1,0,172572.64,0
751472184573,705,Mumbai,Male,25,0,97544.29,1,0,1,59887.14,0
155422757348,622,Bangalore,Female,47,6,142319.03,1,0,0,100183.05,0
804321845168,727,Mumbai,Male,52,4,0.0,2,1,1,118429.02,0
903611100091,614,Mumbai,Male,32,1,0.0,2,0,0,2139.25,0
792404266570,730,Bangalore,Male,26,3,0.0,1,1,0,34542.41,0
412198454850,543,Mumbai,Male,35,5,137482.19,1,0,0,62389.35,0
855924792355,654,New Delhi,Male,37,5,112146.12,1,1,0,75927.35,0
680353107084,775,Mumbai,Male,60,7,0.0,2,1,1,111458.7,0
178875003366,526,New Delhi,Male,34,3,122726.56,1,1,1,46772.36,0
711346716322,749,Mumbai,Male,40,1,139290.41,1,1,0,182855.42,1
295434708569,765,Mumbai,Male,51,3,123372.3,1,1,1,114429.32,0
732620004824,421,New Delhi,Male,28,8,122384.22,3,1,1,89017.38,1
344890652128,772,Mumbai,Male,34,9,0.0,2,1,0,170980.86,0
552146211114,659,New Delhi,Male,48,4,123593.22,2,1,0,82469.06,1
509222631082,664,Mumbai,Male,32,10,107209.73,1,1,1,112340.2,0
596144826254,790,Bangalore,Male,46,2,131365.37,2,1,1,180290.68,0
988273050548,595,Mumbai,Male,20,4,95830.43,1,1,0,177738.98,0
717860014263,741,Mumbai,Female,60,5,0.0,1,1,1,38914.51,0
239847988449,655,Bangalore,Female,34,4,109783.69,2,1,0,134034.32,0
142117316983,640,Mumbai,Male,38,9,0.0,2,1,0,88827.67,0
350019747438,738,Bangalore,Male,49,3,0.0,3,1,1,65066.48,1
712067046829,850,Mumbai,Female,36,0,164850.54,1,1,1,62722.44,0
622940099555,614,Mumbai,Male,51,3,0.0,2,1,1,5552.37,0
254853997218,769,Mumbai,Male,48,2,96542.16,2,0,1,197885.72,0
821281858387,632,Bangalore,Male,31,3,136556.44,1,1,0,82142.83,1
730970885344,653,Bangalore,Female,36,3,0.0,2,0,0,110525.6,0
323580301683,655,Mumbai,Male,28,10,0.0,2,0,1,126565.21,0
483128245171,584,New Delhi,Female,37,10,134171.8,4,1,1,70927.11,1
937653931431,796,Bangalore,Female,23,3,146584.19,2,0,0,125445.8,0
687324500924,593,Bangalore,Male,26,9,76226.9,1,1,0,167564.82,0
683548649063,539,New Delhi,Male,42,1,177728.55,1,1,0,105013.63,0
565401819425,458,New Delhi,Male,35,9,146780.52,2,1,1,3476.38,0
127567369313,695,Mumbai,Female,31,5,106089.2,1,0,0,99537.68,0
173679797244,530,Mumbai,Female,55,4,120905.03,1,0,1,123475.88,1
951428500467,655,Bangalore,Female,28,3,113811.85,2,0,1,76844.23,0
